userId,name,rating
201708562,Quake Live,1
24469287,Angry Video Game Nerd Adventures,1
222050169,Unturned,5
63615483,Construction-Simulator 2015,1
227153589,Dota 2,1
101690993,Saints Row 2,5
12760368,Torchlight,5
137610845,Star Conflict,3
281846414,Team Fortress 2,5
138941587,Woodle Tree Adventures,2
170491009,Far Cry 3,5
99374297,Survarium,1
191244808,Trove,1
113227222,AdVenture Capitalist,1
52907921,H1Z1,5
37829487,Counter-Strike,1
124663731,Lords Of The Fallen,2
78799565,DayZ,1
87734805,Portal,1
11024186,Legend of Grimrock,3
58724834,Call of Duty Modern Warfare 2,5
159994178,7 Days to Die,5
146979551,Dota 2,1
59925638,Sid Meier's Civilization V,1
80511960,Call of Duty Modern Warfare 3,5
154296520,Robocraft,1
20207081,Counter-Strike,1
47457723,Torchlight,1
101529420,Call of Duty Modern Warfare 2 - Multiplayer,2
106796307,H1Z1,1
92593907,Dota 2,5
205285563,Half-Life Opposing Force,1
36404933,Spore,1
243767019,Dota 2,1
203968405,CastleMiner Z,5
34901647,Left 4 Dead,3
36546868,Gish,1
252071568,Dota 2,2
71510748,Far Cry 3,2
170491009,Turbo Dismount,5
127325079,Football Manager 2015,5
177828156,Dota 2,1
19085114,"Warhammer 40,000 Dawn of War II - Chaos Rising",3
24366790,Total War ROME II - Emperor Edition,5
11403772,Surgeon Simulator,3
67349307,Heroes of Might & Magic V,1
69009454,Medieval II Total War Kingdoms,1
122679931,Portal Stories Mel,2
138941587,Dungeon Defenders II,5
66255019,Total War ROME II - Emperor Edition,1
20464587,X-COM UFO Defense,5
60217594,Dota 2,1
178269176,Call of Duty Ghosts,4
37723786,Titan Quest Immortal Throne,5
24919113,Metro Last Light Redux,1
11403772,Darksiders,1
75232211,Star Wars Knights of the Old Republic,5
60210313,Mafia II,5
172518437,Octodad Dadliest Catch,2
106806146,Trine,1
124725852,Far Cry 3,1
48984158,Half-Life 2,5
68316900,Portal,5
86055705,Pixel Piracy,1
82156706,Just Cause 2 Multiplayer Mod,1
276090576,Block N Load,4
9180659,Unturned,2
48798067,Penumbra Overture,2
34177747,BattleBlock Theater,5
53901705,D.I.P.R.I.P. Warm Up,5
100894366,The Elder Scrolls V Skyrim,3
52321307,Game of Thrones ,5
17530772,Max Payne 3,5
133404545,The Elder Scrolls V Skyrim,2
86481908,Call of Duty Black Ops II,1
252345719,Unturned,1
32126281,Medieval II Total War,2
124443679,Call of Duty Black Ops II - Multiplayer,2
134213189,Unturned,1
37466720,Counter-Strike,1
88661387,Left 4 Dead 2,5
279637570,Dota 2,5
33282871,Tom Clancy's Splinter Cell Blacklist,2
81574839,Call of Duty Black Ops - Multiplayer,1
252352661,Counter-Strike Source,1
181894864,Team Fortress 2,5
229610569,Counter-Strike Global Offensive,5
157080495,Mortal Kombat Komplete Edition,2
110546460,Dota 2,3
171911285,Dota 2,1
225048159,Call of Duty Modern Warfare 3,1
188910738,Forge,1
188509200,BLOCKADE 3D,5
5949488,Clicker Heroes,5
65958466,Darksiders II,5
170313294,XCOM Enemy Unknown,2
2259650,Half-Life 2 Lost Coast,3
145869570,Team Fortress 2,1
33013552,BIT.TRIP RUNNER,1
33282871,Mad Max,5
82352462,Evolve,3
13190476,Company of Heroes Opposing Fronts,4
86912006,BIT.TRIP RUNNER,5
236434806,Unturned,5
105877396,Reus,5
128207897,Garry's Mod,1
105503045,Dishonored,1
156407373,Garry's Mod,3
44472980,Chivalry Medieval Warfare,3
134516625,Audiosurf,1
118693973,Modular Combat,1
109393227,Sid Meier's Civilization V,1
26762388,Counter-Strike Source,5
73564778,Crysis Warhead,4
81160212,Company of Heroes Opposing Fronts,1
69856757,ARK Survival Evolved,1
57798235,Call of Duty Modern Warfare 2,5
51085779,Toribash,2
87071236,Call of Duty Modern Warfare 3 - Multiplayer,5
39082468,Borderlands 2,1
150991587,Dota 2,5
104120883,TERA,4
134322141,Skullgirls,1
7907686,XCOM Enemy Unknown,4
85366890,RAGE,5
73979725,Empire Total War,1
107488920,Team Fortress 2,1
105503045,Viscera Cleanup Detail,1
223858723,Divinity Original Sin,1
132840940,Dota 2,5
210576042,RollerCoaster Tycoon 3 Platinum!,3
2643609,War Thunder,1
58345543,Call of Duty Modern Warfare 2 - Multiplayer,2
39524248,Day of Defeat,1
26465134,Sanctum,1
224070533,Age of Empires II HD Edition,1
101690993,Broken Age,5
274785080,Magic Duels,2
214658749,Mortal Online,3
47384303,Wolfenstein The New Order,4
62990992,Trine 2,3
168244631,The Binding of Isaac,3
50229934,X3 Terran Conflict,1
11403772,EVE Online,5
101731521,Grand Theft Auto III,1
86469479,Dragon Age Origins - Ultimate Edition,3
236394893,Call of Duty Black Ops II,1
117531196,South Park The Stick of Truth,2
44370809,BioShock 2,1
48149238,Crusader Kings II,5
64369759,Transformers Fall of Cybertron,5
110658990,Chivalry Medieval Warfare,5
60706503,Far Cry,1
128240584,Team Fortress 2,2
18500119,Call of Duty Black Ops,4
243077634,Magicka Wizard Wars,3
136495026,Age of Empires II HD Edition,1
182557942,Aura Kingdom,5
65958466,The Ship,2
15305418,Counter-Strike Source,3
82352462,Left 4 Dead 2,5
293744664,Dota 2,1
107377573,Batman Arkham Origins,3
53875128,Assassin's Creed II,5
14465359,Shattered Horizon,5
191126693,Empire Total War,1
43360645,Beat Hazard,5
49342564,Company of Heroes,1
64369759,SEGA Genesis & Mega Drive Classics,1
154230723,Awesomenauts,5
21061921,Unreal Tournament 3 Black Edition,1
81585721,Gotham City Impostors,4
202366002,Team Fortress 2,1
85366890,Batman Arkham Asylum GOTY Edition,5
189858084,Path of Exile,1
40212239,Left 4 Dead 2,1
118031880,State of Decay,5
127335438,Dota 2,1
33865373,Crysis,5
135503830,Terraria,1
53875128,Space Pirates and Zombies,4
132381775,Dota 2,5
137455836,The Witcher 2 Assassins of Kings Enhanced Edition,1
24469287,Cities Skylines,1
26762388,Prison Architect,1
73835640,Call of Juarez Gunslinger,5
20200395,Killing Floor Mod Defence Alliance 2,1
174507916,Warface,2
261602452,Toribash,1
89106156,Red Orchestra Ostfront 41-45,5
260207401,Dota 2,1
19085114,"Warhammer 40,000 Dawn of War  Dark Crusade",5
112626210,The Lord of the Rings War in the North,1
68532738,Borderlands 2,5
48626533,Rocket League,5
99640715,Sid Meier's Civilization V,5
197822805,Dota 2,5
235658693,Counter-Strike Global Offensive,1
293378273,Dota 2,1
98561727,DayZ,1
11807754,Alien Swarm,4
126522515,Defiance,2
114727578,7 Days to Die,1
64973908,Euro Truck Simulator 2,4
302563555,BLOCKADE 3D,5
89732768,METAL GEAR SOLID V THE PHANTOM PAIN,5
44370809,Shank,5
86041729,Tom Clancy's Ghost Recon Phantoms - NA,3
110906645,Heroes & Generals,5
101690993,Assassin's Creed II,5
75232211,Warframe,1
119428254,Warframe,1
107567915,Pinball Arcade,2
172364852,Dota 2,1
103638409,Path of Exile,1
48756018,Saints Row 2,5
51085779,Space Pirates and Zombies,5
170068207,Enclave,5
207424334,Unturned,1
101690993,Borderlands 2,3
29569611,Day of Defeat Source,1
80550861,Hotline Miami 2 Wrong Number,4
149122593,Dota 2,1
31669242,Poker Night 2,5
103445207,DRAGON BALL XENOVERSE,5
90711776,Garry's Mod,2
136137921,Call of Duty Black Ops III,1
95380196,Call of Duty Advanced Warfare,5
140178954,Dota 2,1
17352311,Half-Life,1
88035166,Metro 2033,1
220235189,Team Fortress 2,1
23154676,Team Fortress 2,1
101596530,The Elder Scrolls V Skyrim,5
201987165,Toribash,1
115567288,AdVenture Capitalist,5
55426012,Batman Arkham City GOTY,4
58761868,Portal,5
150424384,Dota 2,1
44156169,Double Action Boogaloo,1
123625432,Infinite Crisis,5
208491021,Total War ROME II - Emperor Edition,1
190305835,Spintires,2
11952990,Reus,5
138941587,Trine,5
127272741,Dungeon Defenders,4
111754806,Chivalry Medieval Warfare,3
73835640,Sid Meier's Civilization V,1
175918089,Dead Island Riptide,5
121133260,Call of Duty Black Ops III,5
55906572,Supreme Commander,1
23492094,Sleeping Dogs,5
45974860,Call of Duty Black Ops III,2
237857246,FreeStyle2 Street Basketball,5
10450544,Far Cry 3,4
47384303,Command and Conquer Red Alert 3,1
195453723,Dota 2,1
113752996,Call of Duty Advanced Warfare - Multiplayer,3
142409681,PlanetSide 2,5
97614578,Borderlands 2,1
53091150,Strike Suit Zero,3
20772968,Command and Conquer 3 Kane's Wrath,2
62990992,Napoleon Total War,3
76451157,Game Dev Tycoon,5
70489471,Left 4 Dead 2,5
34901647,The Bureau XCOM Declassified,5
175447188,Garry's Mod,1
14962163,Counter-Strike Global Offensive,5
12144171,Sid Meier's Civilization V,1
234108053,Garry's Mod,2
103624897,Dead Rising 2,3
37435998,Dota 2,1
71875007,Counter-Strike,1
13565651,Darksiders,1
74772820,Monday Night Combat,1
156382881,Dota 2,1
114632006,RaceRoom Racing Experience ,1
197966478,PlanetSide 2,1
131962554,Unturned,2
44231506,Counter-Strike Source,5
53875128,Grow Home,1
87201181,Call of Duty Black Ops II - Multiplayer,5
113580708,Deponia,1
113752996,PAYDAY The Heist,4
46637811,SpeedRunners,5
106259770,PAYDAY The Heist,2
159424645,Neverwinter,4
242836440,Dota 2,1
87071236,Half-Life 2 Lost Coast,2
17567828,Next Car Game Wreckfest,5
62078957,Counter-Strike,5
62990992,Strider,5
80511960,Eldevin,1
11731710,RAGE,5
136021775,Garry's Mod,2
216211930,Counter-Strike Nexon Zombies,1
59790700,Mirror's Edge,2
168641975,Arma 3,1
209772097,The Way of Life Free Edition,4
86055705,Gunpoint,1
94521606,Left 4 Dead,1
128065805,Sid Meier's Civilization V,5
88035166,Pixel Piracy,1
88525821,The Incredible Adventures of Van Helsing,1
83746733,Batman Arkham Asylum GOTY Edition,1
48798067,Men of War Assault Squad,1
171611544,Space Engineers,1
114924461,Burnout Paradise The Ultimate Box,4
92914917,Left 4 Dead,1
94299484,Counter-Strike Global Offensive,1
80821544,Age of Chivalry,5
244445520,7 Days to Die,1
192105970,Alice Madness Returns,3
66650717,Battlestations Pacific,5
194842424,Dota 2,5
63615483,Need for Speed Hot Pursuit,5
37827989,Gotham City Impostors,5
185075395,Kerbal Space Program,1
51557405,X3 Terran Conflict,1
106066141,RPG Maker VX Ace,2
50744279,Planetary Annihilation,1
248444377,Woodle Tree Adventures,1
293211305,Dota 2,1
60296891,Sniper Elite V2,5
81054122,Crusader Kings II,3
107377573,Tom Clancy's Ghost Recon Phantoms - EU,2
67083031,Team Fortress 2,1
26762388,Assassin's Creed IV Black Flag,5
239413586,RaceRoom Racing Experience ,1
76296787,ARK Survival Evolved,1
108114779,Zombies Monsters Robots,2
38049880,"Warhammer 40,000 Dawn of War II - Chaos Rising",3
172518437,Bully Scholarship Edition,1
51085779,Viscera Cleanup Detail Santa's Rampage,1
243967067,America's Army Proving Grounds,1
86469479,Total War SHOGUN 2,2
102921672,Assassin's Creed III,1
291070006,Neverwinter,1
64369759,The Witcher 2 Assassins of Kings Enhanced Edition,1
82203951,Dirty Bomb,1
115167911,Heroes & Generals,2
63615483,Euro Truck Simulator 2,5
52203520,Counter-Strike Source,1
105243827,Rising Storm/Red Orchestra 2 Multiplayer,5
48028873,Amnesia The Dark Descent,3
155155363,Dota 2,1
72164008,Kane & Lynch 2 Dog Days,5
122956129,Trove,5
186989053,Dota 2,1
82263745,Bloodline Champions,5
114324869,The Culling Of The Cows,5
26430231,Survarium,1
245314153,8BitMMO,3
44482198,"Warhammer 40,000 Dawn of War II - Chaos Rising",1
148362155,Sniper Elite V2,5
215208719,AdVenture Capitalist,5
177095896,Team Fortress 2,5
192052864,Dota 2,1
264496864,Warframe,1
94088853,DARK SOULS II Scholar of the First Sin,2
10253354,Thief,5
72978546,Gun Monkeys,4
51905751,Football Manager 2015,1
113196318,Arma 2 Operation Arrowhead,1
165216496,Dead Island Riptide,5
131463112,Dead Island Epidemic,1
32398422,Team Fortress Classic,2
14465359,Arma 2 Operation Arrowhead Beta (Obsolete),4
176743370,Team Fortress 2,1
98463542,Mortal Kombat X,3
59825286,Dota 2,1
184987886,Warframe,1
82438562,Portal,1
11978743,Crysis Warhead,1
975449,Batman Arkham City,1
195780309,DARK SOULS II Scholar of the First Sin,1
93275329,Portal 2,5
55426012,Dota 2,1
182399789,Arma 2 Operation Arrowhead,5
240405101,The Elder Scrolls V Skyrim,1
122803519,Dragomon Hunter,1
91859894,DRAGON BALL XENOVERSE,5
68685708,Call of Duty Modern Warfare 3 - Multiplayer,1
161772384,FreeStyle2 Street Basketball,5
183574382,PAYDAY The Heist,3
116617462,RollerCoaster Tycoon 3 Platinum!,5
82174211,Clicker Heroes,1
157333988,Team Fortress 2,1
113752996,Stranded Deep,1
31727716,DC Universe Online,5
107347684,Dota 2,5
175001491,Codename CURE,1
116411567,Tomb Raider,5
62990992,Yet Another Zombie Defense,3
31944667,Counter-Strike,1
40212239,Far Cry 4,2
100311267,Defiance,1
57368001,Call of Duty Black Ops,2
3449240,The Stanley Parable,1
102831764,Dota 2,5
189921721,Counter-Strike Global Offensive,2
222050169,Survarium,1
86041729,Hitman Absolution,3
65117175,Machinarium,5
52321307,Sid Meier's Civilization V,5
170570863,Terraria,1
58345543,Jamestown,5
215208719,Metro Last Light,2
84925352,Unturned,1
66615366,Dead Space,5
125017535,Team Fortress 2,5
127311699,Torchlight II,5
93054621,Call of Duty Modern Warfare 3 - Multiplayer,5
187463594,Call of Duty Modern Warfare 3,5
215208719,Garry's Mod,2
174002551,Risk of Rain,5
12610800,Torchlight II,1
106333903,Toribash,1
113411607,Team Fortress 2,1
85714521,God Mode,1
182220992,Counter-Strike Global Offensive,5
192598347,Dota 2,1
102016550,RaceRoom Racing Experience ,2
154014392,Unturned,5
65398650,Left 4 Dead 2,5
108639015,War of the Roses,1
30432648,Half-Life 2 Deathmatch,1
11794760,Red Faction Guerrilla Steam Edition,1
73835640,SMITE,4
51085779,Ultimate Tic-Tac-Toe,1
81943620,Guacamelee! Gold Edition,5
55426012,Mount & Blade,1
182399789,PlanetSide 2,5
15196746,S.T.A.L.K.E.R. Call of Pripyat,5
86733992,Robocraft,5
44314169,The Sims(TM) 3,2
61189155,Call of Duty Black Ops - Multiplayer,2
160042745,The Long Dark,3
152585209,How to Survive,2
116450986,PlanetSide 2,2
70408902,Cave Story+,1
11161178,Sins of a Solar Empire Rebellion,5
127697304,Team Fortress 2,4
17530772,Fallout New Vegas,2
85366890,Torchlight II,5
132748085,Polarity,1
73597661,Call of Duty Black Ops,1
135244036,ORION Prelude,5
153017703,Heroes & Generals,1
163162333,Saints Row The Third,3
74021124,Call of Duty Black Ops,3
53898495,The Lord of the Rings War in the North,5
152328066,XCOM Enemy Unknown,5
105503045,Starbound,1
43360645,Terraria,1
165101762,No More Room in Hell,1
53091150,Europa Universalis IV,1
72842694,XCOM Enemy Unknown,1
48028873,FINAL FANTASY VII,1
49228258,7 Days to Die,2
42771635,Trine,5
7020135,Counter-Strike Source,5
55906572,Rocket League,5
70327507,America's Army Proving Grounds,1
67694595,Warframe,1
33013552,Dead Island,1
9823354,The Elder Scrolls V Skyrim,5
15305418,Planetary Annihilation,1
156879739,Fistful of Frags,2
125017535,H1Z1,1
163712958,Blacklight Retribution,1
114287682,Team Fortress 2,1
105159791,Counter-Strike Global Offensive,2
27925556,Counter-Strike,1
85518568,Arma 2,5
47384202,Orcs Must Die!,5
57788398,Call of Duty Modern Warfare 2,2
43955374,Left 4 Dead,5
215208719,Mitos.is The Game,5
26789885,Counter-Strike,1
111003065,Call of Duty Modern Warfare 2 - Multiplayer,1
88883891,Counter-Strike,1
171067153,Life Is Strange,5
52472947,Left 4 Dead,4
121497634,Starbound,5
196446810,Zombies Monsters Robots,1
11403772,ORION Prelude,5
79049613,Team Fortress 2,1
55426012,Mount Your Friends,5
63024728,Empire Total War,3
150397316,PAYDAY 2,5
119949344,Insurgency,3
22371742,Resident Evil Revelations / Biohazard Revelations,1
84908294,Call of Duty Modern Warfare 2 - Multiplayer,2
2184507,Counter-Strike Source,1
143062096,Portal 2,1
19085114,Eufloria,3
62990992,King Arthur II - The Role-playing Wargame,1
55426012,Command and Conquer 4 Tiberian Twilight,1
81439192,BioShock Infinite,3
88199811,The Elder Scrolls V Skyrim,5
81170946,Sid Meier's Civilization Beyond Earth,1
70778973,Call of Duty Modern Warfare 2 - Multiplayer,3
161139120,Half-Life 2,5
192503967,Garry's Mod,4
234555589,Dead Rising 3,5
297517705,Brawlhalla,5
14465359,War of the Roses,3
1936551,World of Goo,5
64973908,Call of Juarez Gunslinger,5
160288543,LEGO The Hobbit,5
75240572,Portal,5
69953893,Darkest Dungeon,1
47384303,Fallout Tactics,1
61676491,S.T.A.L.K.E.R. Shadow of Chernobyl,1
207830797,Battlepaths,2
247313879,Half-Life,1
66615366,Dota 2,1
10162301,Counter-Strike Source,2
13565651,Tom Clancy's Ghost Recon Future Soldier,1
302363079,Team Fortress 2,4
8542204,Call of Duty Black Ops II,1
11731710,GRID 2,5
113752996,EVGA PrecisionX 16,2
92612763,Sid Meier's Civilization V,1
198735293,ArcheAge,1
178312427,Dota 2,1
59790700,Grand Theft Auto IV,1
170048045,Dota 2,1
40212239,Crysis 2 Maximum Edition,1
44482198,Next Car Game Wreckfest,1
249165768,Defy Gravity,5
65229865,Portal,2
175806657,Cities in Motion,1
58237510,Football Manager 2015,5
62878249,Grand Theft Auto IV,4
92593907,Torchlight,1
102539470,Dota 2,1
8259307,Star Wars Knights of the Old Republic,1
53901705,Half-Life 2,5
186996848,Dota 2,1
82352462,Dying Light,5
8259307,Serious Sam 3 BFE,1
99713453,Mount & Blade Warband,2
70180527,Sniper Ghost Warrior,1
62990992,Assassin's Creed II,5
182229935,Red Crucible Firestorm,5
177050329,Dota 2,5
55975168,Machinarium,5
105782521,Terraria,1
114736887,IL-2 Sturmovik Cliffs of Dover,3
161816812,Dead Island Riptide,1
92393218,BioShock Infinite,5
58217836,Skullgirls,1
11149819,Zeno Clash,3
177969374,Dota 2,5
54293428,Fallout New Vegas,5
144824885,Injustice Gods Among Us Ultimate Edition,2
42928788,Orcs Must Die! 2,1
114030647,Call of Duty Modern Warfare 3,1
200524998,Path of Exile,5
64023574,Aliens Colonial Marines,5
201023624,The Elder Scrolls V Skyrim,2
59662830,War Thunder,1
43684632,Sniper Elite V2,5
36757524,Half-Life 2,5
110906645,The Forest,5
195943868,Dragon Nest Europe,1
190675881,Elite Dangerous,2
36546868,BIT.TRIP BEAT,1
55906572,The Lord of the Rings War in the North,1
192503967,Counter-Strike Global Offensive,1
30440303,Borderlands 2,3
245314153,Defiance,3
260320188,Dirty Bomb,1
82263745,Unturned,1
36546868,Infestation Survivor Stories,1
141402600,Patch testing for Chivalry,1
163669475,Borderlands 2,1
61676491,Arma 2,1
119949344,Insurgency Modern Infantry Combat,1
86433707,Game Dev Tycoon,2
11149819,Batman Arkham Asylum GOTY Edition,5
8776918,Borderlands 2,5
51557405,Shadowgrounds,5
177213985,Warframe,5
74161590,Call of Duty Modern Warfare 3 - Multiplayer,1
277003854,Dota 2,1
159800136,AdVenture Capitalist,1
63291011,Team Fortress 2,1
194872360,Warframe,1
13190476,Aliens vs. Predator,2
262814808,Dota 2,1
127335438,DRAGON BALL XENOVERSE,5
105877396,FTL Faster Than Light,3
49228258,Oddworld Abe's Oddysee,4
298950,Guacamelee! Gold Edition,1
238411403,Dota 2,1
161759944,Heroes & Generals,2
80189887,Insurgency,1
150995572,"Pirates, Vikings, & Knights II",4
252044076,Magicka Wizard Wars,2
90104676,A Game of Thrones - Genesis,1
35864169,Half-Life 2,5
237156166,Robocraft,5
211544205,Left 4 Dead 2,1
53875128,Far Cry 3 Blood Dragon,5
113752996,Mad Max,2
47500408,Call of Duty Modern Warfare 3 - Multiplayer,5
302160412,Dota 2,1
168324795,Life Is Strange,1
86912006,Magicka,2
83851086,Team Fortress 2,1
67579257,Torchlight II,4
12610800,S.T.A.L.K.E.R. Shadow of Chernobyl,2
75155353,Dead Island Epidemic,5
45617627,Metro Last Light,5
256584820,Dota 2,2
91807066,Sid Meier's Civilization V,1
20207081,Company of Heroes Opposing Fronts,5
40212239,Deus Ex Human Revolution - Director's Cut,5
17995238,DayZ,3
109205612,FEZ,2
26302344,Borderlands 2,3
39361297,Aura Kingdom,1
48525807,Don't Starve,2
240046261,Counter-Strike Global Offensive,1
117097969,Call of Duty Black Ops II - Zombies,1
162421622,F.E.A.R. 3,2
257108952,Counter-Strike Global Offensive,1
81768333,BRINK,1
30519870,Alpha Protocol,1
288449536,Dota 2,1
142001340,Injustice Gods Among Us Ultimate Edition,2
201026570,Team Fortress 2,1
111442295,Half-Life 2,5
164805863,Commandos 2 Men of Courage,1
86481908,Far Cry 3,1
105782521,Dark Souls Prepare to Die Edition,2
132300630,Counter-Strike Global Offensive,5
80511960,Defiance,1
116283279,Left 4 Dead 2,4
290991390,Dota 2,1
209807861,AirMech,1
153956921,Just Cause 2 Multiplayer Mod,5
75115020,Call of Duty Black Ops,1
18149166,Day of Defeat,1
189177145,ARK Survival Evolved,2
96149161,Sniper Elite V2,5
154296520,Source Filmmaker,1
58345543,Garry's Mod,2
191126693,The Elder Scrolls V Skyrim,4
264253640,Fishing Planet,3
155919035,Democracy 3,3
55334302,Empire Total War,5
9128105,"Warhammer 40,000 Dawn of War II - Chaos Rising",2
62990992,The Culling Of The Cows,5
70398582,Alan Wake,5
24469287,Dragon Age Origins - Ultimate Edition,2
66650717,Banished,4
182961604,Rust,5
239413586,BeamNG.drive,5
273597380,Counter-Strike Global Offensive,5
43360645,Batman Arkham City GOTY,2
216040174,No More Room in Hell,2
163432200,Relic Hunters Zero,1
122679931,Fistful of Frags,2
12760368,State of Decay,1
146762928,Farming Simulator 15,5
53091150,FTL Faster Than Light,2
155042139,Sleeping Dogs Definitive Edition,2
99077905,Fallout 3 - Game of the Year Edition,5
169688576,The Elder Scrolls V Skyrim,1
20772968,Mass Effect 2,4
10599862,Elite Dangerous,5
187755082,Genesis Online,1
26430231,sZone-Online,1
33013552,DC Universe Online,1
285704870,Dota 2,1
43360645,METAL SLUG 3,5
115996656,Dirty Bomb,5
142844201,AirMech,1
122563664,Guns of Icarus Online,2
132748085,Rock of Ages,2
148674157,Dungeonland,5
42061089,Far Cry 3 Blood Dragon,1
113557935,Warlock - Master of the Arcane,5
262430736,Pillars of Eternity,1
159922493,Dead Island,4
190191843,BioShock 2,5
118852041,Saints Row IV,3
975449,Crysis Warhead,3
142001340,APB Reloaded,5
288854118,Unturned,1
142803056,Crysis 2 Maximum Edition,2
89523414,The Mighty Quest For Epic Loot,2
122551425,Gothic 3,5
112845094,Left 4 Dead 2,5
124725852,Day of Defeat Source,1
239919157,Brick-Force,5
219435905,Team Fortress 2,1
175835155,Defy Gravity,5
30440303,Contagion,3
33580866,Half-Life 2 Episode One,2
82686146,Dead Island,1
41559627,Galaxy on Fire 2 Full HD,2
90272527,Hammerwatch,1
81160212,Total War SHOGUN 2,1
50032397,Call of Duty Modern Warfare 2 - Multiplayer,5
106980036,Clicker Heroes,1
62990992,Planetary Annihilation,3
236210195,Counter-Strike Source,3
127426141,Grand Theft Auto,5
77980915,Dead Island Epidemic,5
129928069,Football Manager 2013,2
75463760,The Elder Scrolls V Skyrim,1
11373749,Torchlight II,1
48798067,Battlestations Pacific,2
80511960,Loadout,3
80494893,Jamestown,5
80128229,Styx Master of Shadows,2
263470824,Dota 2,1
59157389,Rust,5
46637811,The Forest,5
203643703,Counter-Strike Global Offensive,1
56219610,Homefront,3
244294064,Team Fortress 2,1
116564064,Don't Starve Together Beta,1
136135322,The Stanley Parable,5
209450381,Zombies Monsters Robots,4
94110492,Risen 2 - Dark Waters,5
166669789,Castle Crashers,5
43360645,Grand Theft Auto V,2
74161590,Call of Duty Modern Warfare 2,1
20772968,S.T.A.L.K.E.R. Call of Pripyat,5
44314169,Red Faction Guerrilla Steam Edition,1
62990992,Crysis Wars,1
238392070,Counter-Strike,1
42771635,Half-Life 2 Deathmatch,1
27262175,Call of Duty Modern Warfare 2 - Multiplayer,5
252200924,Dota 2,1
20464587,Counter-Strike Source,1
208491021,Don't Starve Together Beta,2
39899978,Left 4 Dead 2,1
132300630,Sniper Ghost Warrior 2,5
26729643,Company of Heroes Opposing Fronts,5
48798067,War Thunder,5
151600301,Dungeon Defenders II,5
